id	length
ENSG00000215493	1703
ENSG00000215512	2970
ENSG00000215567	714
ENSG00000215586	525
ENSG00000215692	472
ENSG00000215765	1294
ENSG00000215795	1670
ENSG00000215796	1231
ENSG00000215805	1459
ENSG00000215835	1969
ENSG00000215838	1854
ENSG00000215840	884
ENSG00000215841	732
ENSG00000215861	1690
ENSG00000215869	3146
ENSG00000215871	814
ENSG00000215899	1342
ENSG00000215905	328
ENSG00000216285	765
ENSG00000216307	691
ENSG00000216316	582
ENSG00000216324	294
ENSG00000216352	1349
ENSG00000216359	692
ENSG00000216360	946
ENSG00000216378	984
ENSG00000216475	591
ENSG00000216480	466
ENSG00000216516	217
ENSG00000216519	276
ENSG00000216523	229
ENSG00000216548	454
ENSG00000216613	579
ENSG00000216616	413
ENSG00000216621	1284
ENSG00000216642	381
ENSG00000216663	997
ENSG00000216687	1415
ENSG00000216718	493
ENSG00000216721	251
ENSG00000216775	3821
ENSG00000216781	675
ENSG00000216809	2524
ENSG00000216811	564
ENSG00000216813	397
ENSG00000216844	455
ENSG00000216902	367
ENSG00000216906	2176
ENSG00000216913	611
ENSG00000216917	592
ENSG00000216966	267
ENSG00000217004	328
ENSG00000217030	423
ENSG00000217041	339
ENSG00000217060	1590
ENSG00000217067	392
ENSG00000217078	386
ENSG00000217120	1384
ENSG00000217130	498
ENSG00000217135	300
ENSG00000217139	1348
ENSG00000217181	479
ENSG00000217195	315
ENSG00000217231	649
ENSG00000217239	354
ENSG00000217275	499
ENSG00000217289	1152
ENSG00000217331	841
ENSG00000217334	641
ENSG00000217379	466
ENSG00000217447	582
ENSG00000217455	1725
ENSG00000217477	559
ENSG00000217483	598
ENSG00000217488	988
ENSG00000217495	785
ENSG00000217512	447
ENSG00000217514	254
ENSG00000217557	291
ENSG00000217576	3796
ENSG00000217612	1879
ENSG00000217631	195
ENSG00000217644	526
ENSG00000217648	1138
ENSG00000217702	1626
ENSG00000217746	893
ENSG00000217769	304
ENSG00000217776	306
ENSG00000217786	640
ENSG00000217801	2658
ENSG00000217805	387
ENSG00000217825	744
ENSG00000217878	330
ENSG00000218027	1592
ENSG00000218029	271
ENSG00000218048	968
ENSG00000218073	486
ENSG00000218107	803
ENSG00000218125	156
ENSG00000218173	431
ENSG00000218175	345
ENSG00000218187	419
ENSG00000218227	591
ENSG00000218274	1548
ENSG00000218313	936
ENSG00000218337	340
ENSG00000218410	1646
ENSG00000218418	5914
ENSG00000218426	447
ENSG00000218472	371
ENSG00000218483	267
ENSG00000218499	172
ENSG00000218520	1024
ENSG00000218521	482
ENSG00000218536	684
ENSG00000218561	401
ENSG00000218565	1473
ENSG00000218577	709
ENSG00000218586	4486
ENSG00000218596	378
ENSG00000218617	385
ENSG00000218631	616
ENSG00000218682	506
ENSG00000218713	2100
ENSG00000218730	406
ENSG00000218732	838
ENSG00000218749	307
ENSG00000218757	547
ENSG00000218766	512
ENSG00000218793	982
ENSG00000218806	562
ENSG00000218809	365
ENSG00000218813	843
ENSG00000218834	190
ENSG00000218857	1162
ENSG00000218872	338
ENSG00000218986	426
ENSG00000219023	392
ENSG00000219039	479
ENSG00000219088	1673
ENSG00000219133	483
ENSG00000219150	204
ENSG00000219159	3398
ENSG00000219190	411
ENSG00000219201	921
ENSG00000219240	1396
ENSG00000219273	1790
ENSG00000219284	352
ENSG00000219298	551
ENSG00000219302	534
ENSG00000219314	754
ENSG00000219329	542
ENSG00000219375	391
ENSG00000219384	642
ENSG00000219391	261
ENSG00000219404	604
ENSG00000219409	794
ENSG00000219410	2399
ENSG00000219445	1918
ENSG00000219453	279
ENSG00000219470	882
ENSG00000219487	664
ENSG00000219492	901
ENSG00000219500	426
ENSG00000219529	358
ENSG00000219549	499
ENSG00000219553	723
ENSG00000219559	441
ENSG00000219575	686
ENSG00000219604	138
ENSG00000219619	255
ENSG00000219622	862
ENSG00000219666	277
ENSG00000219681	382
ENSG00000219682	1401
ENSG00000219699	422
ENSG00000219702	293
ENSG00000219712	1227
ENSG00000219736	1408
ENSG00000219755	745
ENSG00000219757	426
ENSG00000219758	343
ENSG00000219784	664
ENSG00000219867	586
ENSG00000219928	174
ENSG00000219951	994
ENSG00000219992	436
ENSG00000219993	347
ENSG00000220030	414
ENSG00000220076	123
ENSG00000220105	604
ENSG00000220110	466
ENSG00000220130	267
ENSG00000220131	354
ENSG00000220139	180
ENSG00000220154	323
ENSG00000220204	287
ENSG00000220240	137
ENSG00000220256	6795
ENSG00000220291	1002
ENSG00000220326	213
ENSG00000220349	937
ENSG00000220370	226
ENSG00000220412	1779
ENSG00000220446	359
ENSG00000220447	389
ENSG00000220472	730
ENSG00000220506	654
ENSG00000220522	418
ENSG00000220537	979
ENSG00000220540	211
ENSG00000220556	383
ENSG00000220600	509
ENSG00000220614	343
ENSG00000220643	280
ENSG00000220660	833
ENSG00000220685	1188
ENSG00000220694	554
ENSG00000220695	777
ENSG00000220702	606
ENSG00000220725	380
ENSG00000220734	628
ENSG00000220739	392
ENSG00000220745	247
ENSG00000220748	1063
ENSG00000220913	489
ENSG00000220918	949
ENSG00000220920	359
ENSG00000220949	1383
ENSG00000220960	482
ENSG00000220986	134
ENSG00000221031	192
ENSG00000221042	78
ENSG00000221060	129
ENSG00000221083	125
ENSG00000221093	111
ENSG00000221139	104
ENSG00000221148	125
ENSG00000221184	97
ENSG00000221245	127
ENSG00000221300	60
ENSG00000221398	128
ENSG00000221498	112
ENSG00000221611	91
ENSG00000221639	125
ENSG00000221711	58
ENSG00000221753	103
ENSG00000221849	1319
ENSG00000221857	735
ENSG00000222000	1164
ENSG00000222001	813
ENSG00000222007	600
ENSG00000222012	3456
ENSG00000222017	1032
ENSG00000222022	588
ENSG00000222024	983
ENSG00000222031	469
ENSG00000222032	879
ENSG00000222042	980
ENSG00000222043	499
ENSG00000222044	1055
ENSG00000222095	74
ENSG00000222185	75
ENSG00000222588	129
ENSG00000222604	110
ENSG00000222966	126
ENSG00000223027	141
ENSG00000223342	933
ENSG00000223343	782
ENSG00000223344	780
ENSG00000223353	791
ENSG00000223356	433
ENSG00000223360	399
ENSG00000223368	614
ENSG00000223373	596
ENSG00000223374	442
ENSG00000223375	216
ENSG00000223377	275
ENSG00000223379	492
ENSG00000223390	762
ENSG00000223393	1944
ENSG00000223398	466
ENSG00000223400	346
ENSG00000223402	348
ENSG00000223410	426
ENSG00000223419	388
ENSG00000223421	1363
ENSG00000223422	662
ENSG00000223428	350
ENSG00000223429	841
ENSG00000223430	415
ENSG00000223432	310
ENSG00000223436	526
ENSG00000223438	681
ENSG00000223440	2582
ENSG00000223446	965
ENSG00000223450	371
ENSG00000223455	180
ENSG00000223461	582
ENSG00000223462	425
ENSG00000223469	394
ENSG00000223486	2691
ENSG00000223492	1620
ENSG00000223495	318
ENSG00000223502	421
ENSG00000223503	662
ENSG00000223504	492
ENSG00000223514	78
ENSG00000223517	540
ENSG00000223522	3201
ENSG00000223523	797
ENSG00000223528	4231
ENSG00000223530	525
ENSG00000223536	2725
ENSG00000223538	271
ENSG00000223539	230
ENSG00000223542	631
ENSG00000223544	233
ENSG00000223554	298
ENSG00000223559	2884
ENSG00000223563	361
ENSG00000223565	988
ENSG00000223570	352
ENSG00000223576	444
ENSG00000223583	535
ENSG00000223589	340
ENSG00000223593	916
ENSG00000223598	853
ENSG00000223599	1309
ENSG00000223602	1403
ENSG00000223605	265
ENSG00000223612	519
ENSG00000223615	171
ENSG00000223623	430
ENSG00000223624	140
ENSG00000223628	154
ENSG00000223634	533
ENSG00000223642	1512
ENSG00000223643	837
ENSG00000223646	5132
ENSG00000223649	491
ENSG00000223651	2267
ENSG00000223660	410
ENSG00000223665	536
ENSG00000223669	739
ENSG00000223672	645
ENSG00000223675	2171
ENSG00000223679	258
ENSG00000223691	1978
ENSG00000223697	1483
ENSG00000223711	1676
ENSG00000223716	399
ENSG00000223718	609
ENSG00000223719	432
ENSG00000223720	651
ENSG00000223725	1284
ENSG00000223726	578
ENSG00000223727	1337
ENSG00000223728	1398
ENSG00000223732	315
ENSG00000223738	2205
ENSG00000223740	686
ENSG00000223742	756
ENSG00000223751	2437
ENSG00000223753	670
ENSG00000223754	543
ENSG00000223761	168
ENSG00000223774	671
ENSG00000223777	434
ENSG00000223779	869
ENSG00000223786	669
ENSG00000223787	346
ENSG00000223795	450
ENSG00000223800	316
ENSG00000223804	1107
ENSG00000223808	677
ENSG00000223809	250
ENSG00000223811	507
ENSG00000223814	407
ENSG00000223829	1595
ENSG00000223831	249
ENSG00000223834	3299
ENSG00000223836	379
ENSG00000223837	338
ENSG00000223838	1539
ENSG00000223841	1884
ENSG00000223842	1126
ENSG00000223847	493
ENSG00000223849	348
ENSG00000223859	567
ENSG00000223861	495
ENSG00000223866	391
ENSG00000223867	333
ENSG00000223869	418
ENSG00000223870	291
ENSG00000223872	1930
ENSG00000223881	1145
ENSG00000223884	2061
ENSG00000223886	463
ENSG00000223889	361
ENSG00000223890	200
ENSG00000223897	137
ENSG00000223901	1117
ENSG00000223905	664
ENSG00000223906	467
ENSG00000223908	306
ENSG00000223911	412
ENSG00000223916	515
ENSG00000223917	744
ENSG00000223918	224
ENSG00000223920	715
ENSG00000223930	11321
ENSG00000223931	345
ENSG00000223942	607
ENSG00000223944	3153
ENSG00000223946	161
ENSG00000223947	3485
ENSG00000223948	423
ENSG00000223958	759
ENSG00000223966	337
ENSG00000223967	136
ENSG00000223968	255
ENSG00000223969	4487
ENSG00000223975	280
ENSG00000223977	216
ENSG00000223986	323
ENSG00000223989	424
ENSG00000223991	2345
ENSG00000223999	451
ENSG00000224000	658
ENSG00000224001	555
ENSG00000224011	318
ENSG00000224012	305
ENSG00000224014	270
ENSG00000224015	381
ENSG00000224016	291
ENSG00000224018	1132
ENSG00000224025	2860
ENSG00000224027	577
ENSG00000224029	639
ENSG00000224038	476
ENSG00000224049	778
ENSG00000224054	1569
ENSG00000224058	634
ENSG00000224066	1357
ENSG00000224067	413
ENSG00000224069	532
ENSG00000224076	619
ENSG00000224077	483
ENSG00000224079	869
ENSG00000224090	1992
ENSG00000224091	830
ENSG00000224092	764
ENSG00000224097	1651
ENSG00000224099	2206
ENSG00000224100	437
ENSG00000224104	276
ENSG00000224114	433
ENSG00000224127	670
ENSG00000224132	350
ENSG00000224134	481
ENSG00000224136	471
ENSG00000224138	516
ENSG00000224149	2203
ENSG00000224155	849
ENSG00000224163	543
ENSG00000224172	811
ENSG00000224174	327
ENSG00000224194	568
ENSG00000224207	255
ENSG00000224216	1721
ENSG00000224218	110
ENSG00000224228	808
ENSG00000224239	497
ENSG00000224245	501
ENSG00000224247	1376
ENSG00000224250	299
ENSG00000224251	482
ENSG00000224252	285
ENSG00000224256	245
ENSG00000224260	1069
ENSG00000224267	347
ENSG00000224269	339
ENSG00000224272	2250
ENSG00000224277	612
ENSG00000224278	540
ENSG00000224280	2976
ENSG00000224282	576
ENSG00000224297	521
ENSG00000224301	564
ENSG00000224302	255
ENSG00000224322	1323
ENSG00000224326	349
ENSG00000224330	842
ENSG00000224331	310
ENSG00000224334	1165
ENSG00000224335	217
ENSG00000224340	337
ENSG00000224342	554
ENSG00000224348	303
ENSG00000224352	144
ENSG00000224356	3635
ENSG00000224359	357
ENSG00000224361	584
ENSG00000224363	2502
ENSG00000224365	121
ENSG00000224366	261
ENSG00000224370	337
ENSG00000224371	891
ENSG00000224374	216
ENSG00000224375	253
ENSG00000224376	1598
ENSG00000224384	481
ENSG00000224387	455
ENSG00000224400	477
ENSG00000224404	5497
ENSG00000224407	1029
ENSG00000224409	395
ENSG00000224410	208
ENSG00000224412	178
ENSG00000224413	2198
ENSG00000224414	2869
ENSG00000224415	591
ENSG00000224417	2559
ENSG00000224427	316
ENSG00000224431	3556
ENSG00000224436	237
ENSG00000224448	526
ENSG00000224469	570
ENSG00000224477	327
ENSG00000224478	2545
ENSG00000224479	3606
ENSG00000224481	3388
ENSG00000224484	550
ENSG00000224486	634
ENSG00000224493	670
ENSG00000224500	418
ENSG00000224504	2672
ENSG00000224513	435
ENSG00000224515	462
ENSG00000224516	680
ENSG00000224518	131
ENSG00000224521	2791
ENSG00000224523	747
ENSG00000224525	766
ENSG00000224529	1078
ENSG00000224532	506
ENSG00000224541	392
ENSG00000224545	367
ENSG00000224548	314
ENSG00000224549	447
ENSG00000224555	301
ENSG00000224556	237
ENSG00000224560	574
ENSG00000224567	394
ENSG00000224569	863
ENSG00000224570	1797
ENSG00000224579	327
ENSG00000224583	441
ENSG00000224585	123
ENSG00000224593	713
ENSG00000224595	582
ENSG00000224600	350
ENSG00000224603	379
ENSG00000224604	950
ENSG00000224605	442
ENSG00000224610	2027
ENSG00000224611	217
ENSG00000224612	1026
ENSG00000224617	251
ENSG00000224618	375
ENSG00000224621	544
ENSG00000224626	368
ENSG00000224628	1519
ENSG00000224629	208
ENSG00000224630	247
ENSG00000224635	2746
ENSG00000224643	597
ENSG00000224644	302
ENSG00000224645	358
ENSG00000224647	1293
ENSG00000224649	327
ENSG00000224653	278
ENSG00000224658	311
ENSG00000224661	807
ENSG00000224667	462
ENSG00000224669	475
ENSG00000224670	246
ENSG00000224671	353
ENSG00000224675	2362
ENSG00000224681	466
ENSG00000224685	321
ENSG00000224691	353
ENSG00000224692	841
ENSG00000224698	2481
ENSG00000224700	577
ENSG00000224713	2600
ENSG00000224715	4364
ENSG00000224719	284
ENSG00000224722	1248
ENSG00000224731	486
ENSG00000224733	549
ENSG00000224735	179
ENSG00000224738	1524
ENSG00000224739	237
ENSG00000224746	1668
ENSG00000224750	3425
ENSG00000224762	787
ENSG00000224764	487
ENSG00000224785	1803
ENSG00000224789	575
ENSG00000224794	1804
ENSG00000224797	265
ENSG00000224799	644
ENSG00000224810	2463
ENSG00000224814	663
ENSG00000224815	387
ENSG00000224817	914
ENSG00000224818	598
ENSG00000224819	8415
ENSG00000224836	334
ENSG00000224844	669
ENSG00000224848	3386
ENSG00000224864	441
ENSG00000224865	2076
ENSG00000224869	319
ENSG00000224876	366
ENSG00000224879	491
ENSG00000224881	888
ENSG00000224883	515
ENSG00000224884	561
ENSG00000224886	490
ENSG00000224888	4797
ENSG00000224901	247
ENSG00000224905	2328
ENSG00000224917	700
ENSG00000224918	399
ENSG00000224919	234
ENSG00000224922	458
ENSG00000224931	6179
ENSG00000224935	649
ENSG00000224945	1038
ENSG00000224946	258
ENSG00000224950	2302
ENSG00000224967	352
ENSG00000224969	471
ENSG00000224970	263
ENSG00000224972	553
ENSG00000224981	1766
ENSG00000224984	586
ENSG00000224985	379
ENSG00000224987	274
ENSG00000224988	341
ENSG00000224992	1019
ENSG00000225000	546
ENSG00000225002	456
ENSG00000225006	746
ENSG00000225007	287
ENSG00000225011	349
ENSG00000225012	469
ENSG00000225017	2205
ENSG00000225018	287
ENSG00000225026	272
ENSG00000225028	1807
ENSG00000225032	2247
ENSG00000225044	357
ENSG00000225046	213
ENSG00000225050	445
ENSG00000225055	765
ENSG00000225056	436
ENSG00000225057	3890
ENSG00000225058	427
ENSG00000225069	824
ENSG00000225075	449
ENSG00000225078	858
ENSG00000225084	710
ENSG00000225085	455
ENSG00000225087	2896
ENSG00000225092	1676
ENSG00000225096	10016
ENSG00000225102	432
ENSG00000225106	1354
ENSG00000225107	833
ENSG00000225111	492
ENSG00000225112	373
ENSG00000225113	596
ENSG00000225116	268
ENSG00000225118	198
ENSG00000225122	664
ENSG00000225123	228
ENSG00000225129	593
ENSG00000225140	2636
ENSG00000225142	436
ENSG00000225144	414
ENSG00000225146	535
ENSG00000225148	786
ENSG00000225152	416
ENSG00000225156	2685
ENSG00000225166	1641
ENSG00000225170	1403
ENSG00000225172	1882
ENSG00000225173	1390
ENSG00000225175	1344
ENSG00000225181	519
ENSG00000225182	383
ENSG00000225183	238
ENSG00000225187	860
ENSG00000225191	1240
ENSG00000225195	281
ENSG00000225200	627
ENSG00000225203	425
ENSG00000225208	382
ENSG00000225209	840
ENSG00000225213	697
ENSG00000225214	507
ENSG00000225216	1623
ENSG00000225218	285
ENSG00000225230	914
ENSG00000225233	942
ENSG00000225236	681
ENSG00000225240	60
ENSG00000225243	796
ENSG00000225244	544
ENSG00000225253	369
ENSG00000225258	562
ENSG00000225272	472
ENSG00000225279	1687
ENSG00000225280	1358
ENSG00000225282	1763
ENSG00000225284	550
ENSG00000225286	792
ENSG00000225297	185
ENSG00000225299	505
ENSG00000225300	1960
ENSG00000225303	373
ENSG00000225304	698
ENSG00000225311	501
ENSG00000225313	4015
ENSG00000225314	401
ENSG00000225315	454
ENSG00000225325	810
ENSG00000225330	544
ENSG00000225333	568
ENSG00000225335	2235
ENSG00000225337	416
ENSG00000225339	8564
ENSG00000225341	727
ENSG00000225344	895
ENSG00000225356	336
ENSG00000225359	532
ENSG00000225360	472
ENSG00000225365	589
ENSG00000225370	579
ENSG00000225378	567
ENSG00000225384	553
ENSG00000225385	417
ENSG00000225387	491
ENSG00000225393	553
ENSG00000225394	562
ENSG00000225397	187
ENSG00000225399	1232
ENSG00000225402	1047
ENSG00000225407	600
ENSG00000225408	543
ENSG00000225411	3228
ENSG00000225416	319
ENSG00000225417	282
ENSG00000225420	1747
ENSG00000225421	2134
ENSG00000225424	475
ENSG00000225443	308
ENSG00000225448	217
ENSG00000225450	500
ENSG00000225451	1010
ENSG00000225457	1084
ENSG00000225458	594
ENSG00000225460	456
ENSG00000225469	1124
ENSG00000225475	141
ENSG00000225477	1177
ENSG00000225478	223
ENSG00000225480	102
ENSG00000225486	353
ENSG00000225488	3086
ENSG00000225489	3177
ENSG00000225498	733
ENSG00000225505	797
ENSG00000225507	526
ENSG00000225513	450
ENSG00000225519	380
ENSG00000225522	532
ENSG00000225527	413
ENSG00000225528	1509
ENSG00000225531	729
ENSG00000225532	439
ENSG00000225537	542
ENSG00000225544	392
ENSG00000225545	130
ENSG00000225551	132
ENSG00000225555	2643
ENSG00000225559	457
ENSG00000225563	1003
ENSG00000225568	826
ENSG00000225570	985
ENSG00000225582	1770
ENSG00000225583	328
ENSG00000225588	1305
ENSG00000225591	255
ENSG00000225594	471
ENSG00000225598	580
ENSG00000225603	1665
ENSG00000225605	2097
ENSG00000225606	911
ENSG00000225610	781
ENSG00000225612	950
ENSG00000225616	331
ENSG00000225620	365
ENSG00000225625	266
ENSG00000225632	1112
ENSG00000225637	2816
ENSG00000225643	483
ENSG00000225647	2889
ENSG00000225649	5949
ENSG00000225655	758
ENSG00000225656	311
ENSG00000225660	135
ENSG00000225662	610
ENSG00000225673	590
ENSG00000225676	2210
ENSG00000225678	1000
ENSG00000225680	726
ENSG00000225681	344
ENSG00000225689	7219
ENSG00000225703	453
ENSG00000225705	1714
ENSG00000225708	1024
ENSG00000225711	721
ENSG00000225718	2742
ENSG00000225720	765
ENSG00000225721	765
ENSG00000225726	487
ENSG00000225727	850
ENSG00000225741	1262
ENSG00000225744	792
ENSG00000225750	279
ENSG00000225751	715
ENSG00000225752	455
ENSG00000225755	1133
ENSG00000225761	442
ENSG00000225775	661
ENSG00000225779	370
ENSG00000225785	431
ENSG00000225790	5278
ENSG00000225794	947
ENSG00000225795	232
ENSG00000225798	383
ENSG00000225806	2059
ENSG00000225807	997
ENSG00000225811	602
ENSG00000225813	717
ENSG00000225815	1228
ENSG00000225818	570
ENSG00000225819	444
ENSG00000225832	332
ENSG00000225836	368
ENSG00000225840	1848
ENSG00000225846	315
ENSG00000225850	806
ENSG00000225854	346
ENSG00000225864	991
ENSG00000225867	519
ENSG00000225869	615
ENSG00000225871	1679
ENSG00000225876	223
ENSG00000225879	4569
ENSG00000225881	751
ENSG00000225884	925
ENSG00000225885	2968
ENSG00000225886	1651
ENSG00000225889	9255
ENSG00000225893	730
ENSG00000225898	676
ENSG00000225903	304
ENSG00000225906	629
ENSG00000225911	451
ENSG00000225913	495
ENSG00000225916	551
ENSG00000225923	742
ENSG00000225925	1015
ENSG00000225929	2030
ENSG00000225931	1297
ENSG00000225943	435
ENSG00000225947	392
ENSG00000225949	1175
ENSG00000225952	480
ENSG00000225956	446
ENSG00000225957	312
ENSG00000225960	382
ENSG00000225963	5416
ENSG00000225965	180
ENSG00000225970	318
ENSG00000225974	312
ENSG00000225982	1145
ENSG00000226010	1771
ENSG00000226012	287
ENSG00000226014	204
ENSG00000226022	299
ENSG00000226032	567
ENSG00000226036	460
ENSG00000226040	522
ENSG00000226041	637
ENSG00000226043	1532
ENSG00000226045	370
ENSG00000226047	329
ENSG00000226058	469
ENSG00000226063	580
ENSG00000226072	1261
ENSG00000226078	339
ENSG00000226079	822
ENSG00000226082	512
ENSG00000226084	555
ENSG00000226087	2371
ENSG00000226089	786
ENSG00000226096	149
ENSG00000226097	2139
ENSG00000226110	234
ENSG00000226113	425
ENSG00000226115	355
ENSG00000226117	156
ENSG00000226130	232
ENSG00000226134	692
ENSG00000226138	360
ENSG00000226141	332
ENSG00000226143	518
ENSG00000226149	6823
ENSG00000226160	88
ENSG00000226163	162
ENSG00000226166	112
ENSG00000226168	390
ENSG00000226169	451
ENSG00000226172	653
ENSG00000226180	2611
ENSG00000226181	308
ENSG00000226193	385
ENSG00000226197	2989
ENSG00000226199	1030
ENSG00000226204	424
ENSG00000226206	916
ENSG00000226207	499
ENSG00000226208	432
ENSG00000226211	357
ENSG00000226218	407
ENSG00000226230	499
ENSG00000226233	154
ENSG00000226238	458
ENSG00000226239	6213
ENSG00000226241	2080
ENSG00000226249	603
ENSG00000226252	4036
ENSG00000226266	3205
ENSG00000226268	959
ENSG00000226276	379
ENSG00000226277	2430
ENSG00000226280	1948
ENSG00000226281	5275
ENSG00000226286	469
ENSG00000226291	302
ENSG00000226296	597
ENSG00000226302	717
ENSG00000226304	481
ENSG00000226308	1403
ENSG00000226310	2473
ENSG00000226323	263
ENSG00000226324	250
ENSG00000226329	1467
ENSG00000226332	681
ENSG00000226334	469
ENSG00000226338	78
ENSG00000226345	201
ENSG00000226349	534
ENSG00000226355	2308
ENSG00000226375	690
ENSG00000226376	196
ENSG00000226394	142
ENSG00000226396	455
ENSG00000226398	346
ENSG00000226400	256
ENSG00000226401	570
ENSG00000226405	382
ENSG00000226409	4786
ENSG00000226410	297
ENSG00000226411	223
ENSG00000226423	565
ENSG00000226426	622
ENSG00000226429	309
ENSG00000226431	524
ENSG00000226432	877
ENSG00000226433	884
ENSG00000226438	558
ENSG00000226439	402
ENSG00000226442	287
ENSG00000226454	1342
ENSG00000226455	935
ENSG00000226465	2049
ENSG00000226468	796
ENSG00000226471	2165
ENSG00000226472	1995
ENSG00000226474	177
ENSG00000226477	256
ENSG00000226483	670
ENSG00000226484	1861
ENSG00000226487	376
ENSG00000226489	333
ENSG00000226490	660
ENSG00000226499	162
ENSG00000226500	410
ENSG00000226506	882
ENSG00000226509	162
ENSG00000226515	148
ENSG00000226521	1500
ENSG00000226523	192
ENSG00000226526	636
ENSG00000226527	2508
ENSG00000226530	10446
ENSG00000226532	84
ENSG00000226534	689
ENSG00000226535	1580
ENSG00000226541	310
ENSG00000226542	691
ENSG00000226545	415
ENSG00000226548	652
ENSG00000226552	1641
ENSG00000226558	75
ENSG00000226565	77
ENSG00000226566	526
ENSG00000226570	759
ENSG00000226571	4851
ENSG00000226573	315
ENSG00000226576	474
ENSG00000226578	712
ENSG00000226587	517
ENSG00000226592	871
ENSG00000226594	197
ENSG00000226595	328
ENSG00000226599	614
ENSG00000226601	487
ENSG00000226605	251
ENSG00000226619	199
ENSG00000226621	258
ENSG00000226622	7849
ENSG00000226624	610
ENSG00000226636	1854
ENSG00000226640	401
ENSG00000226643	318
ENSG00000226644	546
ENSG00000226647	1412
ENSG00000226649	435
ENSG00000226655	477
ENSG00000226661	635
ENSG00000226664	229
ENSG00000226668	4835
ENSG00000226669	679
ENSG00000226671	612
ENSG00000226679	655
ENSG00000226680	505
ENSG00000226681	533
ENSG00000226690	3737
ENSG00000226694	432
ENSG00000226698	306
ENSG00000226699	184
ENSG00000226706	1117
ENSG00000226707	400
ENSG00000226708	269
ENSG00000226716	789
ENSG00000226723	780
ENSG00000226724	845
ENSG00000226733	1712
ENSG00000226739	466
ENSG00000226744	123
ENSG00000226750	161
ENSG00000226756	627
ENSG00000226764	516
ENSG00000226767	172
ENSG00000226771	635
ENSG00000226772	539
ENSG00000226773	844
ENSG00000226782	522
ENSG00000226797	742
ENSG00000226798	791
ENSG00000226804	1160
ENSG00000226810	1220
ENSG00000226814	571
ENSG00000226816	2259
ENSG00000226820	1188
ENSG00000226824	3302
ENSG00000226829	1945
ENSG00000226838	349
ENSG00000226842	466
ENSG00000226843	87
ENSG00000226849	2682
ENSG00000226854	1234
ENSG00000226861	901
ENSG00000226862	314
ENSG00000226867	287
ENSG00000226868	174
ENSG00000226870	834
ENSG00000226871	537
ENSG00000226872	714
ENSG00000226877	2475
ENSG00000226883	767
ENSG00000226886	207
ENSG00000226890	329
ENSG00000226899	830
ENSG00000226900	2466
ENSG00000226904	340
ENSG00000226905	482
ENSG00000226918	1052
ENSG00000226919	2730
ENSG00000226920	478
ENSG00000226927	245
ENSG00000226938	383
ENSG00000226939	557
ENSG00000226945	611
ENSG00000226946	1684
ENSG00000226952	252
ENSG00000226954	3775
ENSG00000226955	341
ENSG00000226956	516
ENSG00000226957	649
ENSG00000226963	558
ENSG00000226965	3071
ENSG00000226971	1330
ENSG00000226973	794
ENSG00000226984	427
ENSG00000226987	559
ENSG00000226989	397
ENSG00000226990	430
ENSG00000226991	337
ENSG00000226992	592
ENSG00000226994	4753
ENSG00000226996	984
ENSG00000226999	159
ENSG00000227004	207
ENSG00000227006	1325
ENSG00000227015	328
ENSG00000227017	674
ENSG00000227029	513
ENSG00000227033	391
ENSG00000227034	257
ENSG00000227040	567
ENSG00000227042	611
ENSG00000227045	386
ENSG00000227047	686
ENSG00000227048	387
ENSG00000227050	491
ENSG00000227055	251
ENSG00000227058	305
ENSG00000227061	5256
ENSG00000227062	418
ENSG00000227066	2930
ENSG00000227068	633
ENSG00000227072	494
ENSG00000227075	530
ENSG00000227076	371
ENSG00000227077	210
ENSG00000227080	685
ENSG00000227081	255
ENSG00000227083	534
ENSG00000227088	1246
ENSG00000227089	386
ENSG00000227090	540
ENSG00000227094	517
ENSG00000227098	3451
ENSG00000227101	4384
ENSG00000227107	2057
ENSG00000227113	232
ENSG00000227120	424
ENSG00000227125	562
ENSG00000227131	539
ENSG00000227133	434
ENSG00000227138	169
ENSG00000227139	446
ENSG00000227141	2471
ENSG00000227148	419
ENSG00000227150	280
ENSG00000227157	2408
ENSG00000227158	1024
ENSG00000227161	97
ENSG00000227163	520
ENSG00000227167	237
ENSG00000227169	356
ENSG00000227170	402
ENSG00000227186	380
ENSG00000227189	2165
ENSG00000227192	552
ENSG00000227193	494
ENSG00000227197	799
ENSG00000227200	373
ENSG00000227206	389
ENSG00000227215	480
ENSG00000227217	758
ENSG00000227218	2520
ENSG00000227224	390
ENSG00000227227	571
ENSG00000227230	694
ENSG00000227236	1724
ENSG00000227240	1595
ENSG00000227241	117
ENSG00000227242	1783
ENSG00000227245	509
ENSG00000227249	1745
ENSG00000227253	1109
ENSG00000227257	391
ENSG00000227267	581
ENSG00000227269	439
ENSG00000227270	157
ENSG00000227278	432
ENSG00000227279	644
ENSG00000227282	566
ENSG00000227291	356
ENSG00000227292	622
ENSG00000227293	366
ENSG00000227294	552
ENSG00000227297	823
ENSG00000227301	1144
ENSG00000227303	623
ENSG00000227304	1493
ENSG00000227305	751
ENSG00000227307	943
ENSG00000227309	361
ENSG00000227311	480
ENSG00000227312	348
ENSG00000227329	167
ENSG00000227330	478
ENSG00000227338	1309
ENSG00000227355	2082
ENSG00000227358	355
ENSG00000227360	1077
ENSG00000227364	368
ENSG00000227365	468
ENSG00000227370	456
ENSG00000227371	418
ENSG00000227374	495
ENSG00000227386	209
ENSG00000227388	4094
