id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	-log10(pvalue)	-log10(padj)
TERF2IP	656.970755	0.230349448	0.083489371	2.75902723	0.00579737	0.025425408	2.2367689811834	1.59473206925175
NME7	283.0199477	0.318058047	0.115290271	2.758758774	0.005802135	0.025439403	2.23641217055697	1.59449308472362
EXOC3	913.6309154	0.196124956	0.071095757	2.758602836	0.005804904	0.025444645	2.23620495811576	1.5944036039621
MFF	1374.728212	0.2580375	0.093565747	2.757820117	0.005818821	0.025498735	2.23516500247457	1.59348136451298
C22orf46	50.96364338	-8.852431936	3.210146629	-2.757640992	0.00582201	0.025505798	2.23492705294374	1.59336108414711
RNF20	919.1756834	0.195497708	0.070895418	2.757550676	0.005823619	0.025505935	2.23480704571599	1.59335875141538
BRD2	6955.632801	0.264931325	0.096090317	2.757107399	0.005831519	0.025533623	2.23421830503657	1.59288755819719
GPR27	292.4804947	-0.337885947	0.122591821	-2.756186707	0.005847961	0.025598679	2.23299553234658	1.59178244554022
KBTBD6	117.8246247	-0.564658911	0.204882523	-2.756013062	0.005851066	0.025601769	2.23276500302171	1.5917300252977
RP11-44N11.2	23.73450564	0.996198037	0.361469089	2.755970199	0.005851833	0.025601769	2.23270807629474	1.5917300252977
ZSCAN16	82.82132727	0.563522076	0.204498206	2.755633352	0.005857862	0.025621214	2.23226086367942	1.59140029609758
PSPH	299.2475881	0.62344242	0.226463918	2.75294371	0.005906205	0.025825672	2.22869148306961	1.58794836904959
FAM175A	118.5493483	-0.52462061	0.190583663	-2.75270504	0.005910512	0.025837519	2.22837489659023	1.5877491909997
GXYLT2	294.3980234	0.391506722	0.142261226	2.752026907	0.005922765	0.025884086	2.22747549869925	1.58696716590193
LIMS2	179.8804691	-0.60541024	0.219994666	-2.751931446	0.005924492	0.025884636	2.22734888262676	1.58695793786014
PAIP2	1322.274044	0.192272292	0.069908793	2.750330614	0.005953516	0.026004419	2.22522647487458	1.5849528449429
FLVCR2	68.31533769	-0.638332564	0.232144896	-2.749716127	0.005964691	0.026046195	2.22441204997702	1.58425571233379
ZNF681	4.598153022	-3.685626051	1.340416198	-2.749613185	0.005966565	0.026047344	2.22427562379259	1.58423655432036
TMEM107	82.21419246	0.666078919	0.242382206	2.748052058	0.005995049	0.026164627	2.22220726288329	1.58228545213381
TMEM69	1161.229969	0.237333722	0.08636924	2.747896372	0.005997896	0.02616999	2.22200106892289	1.58219644331142
ACTL10	20.56430048	1.16798643	0.425170054	2.747104172	0.006012403	0.026226211	2.22095191717189	1.58126444904575
SUCLG2	634.5718267	0.262299146	0.095495666	2.746712579	0.006019586	0.026250461	2.22043337653258	1.58086306528667
CD63	2969.39933	0.25916871	0.094366958	2.746392546	0.006025462	0.026260245	2.22000964811271	1.58070122639385
FGFBP1	359.6873433	0.329704124	0.120052841	2.746325055	0.006026702	0.026260245	2.21992028239226	1.58070122639385
LTB	11.43402169	-2.083315862	0.758551132	-2.746440911	0.006024574	0.026260245	2.22007365680126	1.58070122639385
SUGP1	1166.295136	0.212610521	0.077445196	2.745302882	0.006045507	0.026320908	2.21856727163213	1.57969913281691
HOXC13	395.1980127	0.29930926	0.109020314	2.745444845	0.006042892	0.026320908	2.21875516749624	1.57969913281691
GART	3981.123665	0.134077683	0.048838011	2.745355107	0.006044545	0.026320908	2.21863638486547	1.57969913281691
SMTN	1004.873131	-0.330154975	0.120274811	-2.745005154	0.006050995	0.026337708	2.21817320592946	1.57942202156341
CYP4V2	133.7915296	-0.473766222	0.172598115	-2.744909588	0.006052757	0.026338289	2.2180467613555	1.57941244129504
TSPAN14	1389.454907	-0.206018783	0.075073818	-2.744216143	0.006065559	0.026386893	2.21712916851081	1.57861174401238
NDUFB9	3279.57191	0.231652247	0.084463066	2.742645496	0.006094644	0.026503903	2.2150516572894	1.57669016657078
ZNF385D	23.24565427	1.297219267	0.472991144	2.7425868	0.006095734	0.026503903	2.21497399259573	1.57669016657078
YEATS4	415.4285881	0.273870866	0.099871842	2.742223043	0.006102489	0.026526141	2.21449299474463	1.57632592620716
EPG5	336.2063529	-0.474434539	0.173041343	-2.74174096	0.006111452	0.026557961	2.21385559488491	1.5758052711881
PIM2	255.7242398	0.329282173	0.120131552	2.741013229	0.006125004	0.026609704	2.21289362334264	1.57495995640997
BTN2A1	161.4208876	0.396166089	0.14454851	2.740713747	0.006130589	0.026626814	2.21249779837532	1.57468079544601
AACS	500.3569555	-0.249404622	0.091035627	-2.739637534	0.006150697	0.026706976	2.21107566697223	1.57337528385667
TRAF3	1837.272775	-0.225803664	0.08242406	-2.73953581	0.006152601	0.02670807	2.21094124826593	1.57335749418133
MTFP1	916.1448212	-0.283077416	0.103346823	-2.739101278	0.006160739	0.026736219	2.21036718972319	1.57290001007105
COG3	217.4004869	0.513444256	0.187484291	2.738598817	0.006170161	0.026769925	2.20970350363299	1.57235284555314
AC046143.3	24.75802459	1.13456427	0.414345686	2.738207031	0.006177517	0.02679465	2.20918605078286	1.57195191147207
SUMO1	1960.628388	0.265873035	0.097109039	2.737881445	0.006183636	0.026813998	2.20875608310075	1.57163842734911
APOPT1	765.7886695	0.307891873	0.112498296	2.736858105	0.006202904	0.026890338	2.20740494019452	1.57040373884727
ARL1	618.7481935	0.3416041	0.124840813	2.7363175	0.006213105	0.026927339	2.20669130685119	1.56980656209968
ZNF142	1706.364387	-0.275862491	0.100823642	-2.736089337	0.006217414	0.026938797	2.20639021322871	1.56962180237425
MAP2	647.3883753	-0.424905457	0.155319799	-2.735681218	0.00622513	0.026965002	2.20585157472329	1.5691995431641
ARL8A	1353.663995	0.325515373	0.119005607	2.735294422	0.00623245	0.026989481	2.20534119694953	1.56880546672186
XRCC3	1004.705246	-0.265579259	0.097099499	-2.735124911	0.006235661	0.026996154	2.20511750314183	1.56869810308364
NR1D1	566.0384048	-0.256436353	0.093777062	-2.734531746	0.006246907	0.027030369	2.20433495950739	1.56814802557135
FLII	8690.236627	-0.33169965	0.121300288	-2.734533077	0.006246882	0.027030369	2.20433669754892	1.56814802557135
ZNF181	56.01354828	-0.627920411	0.229651543	-2.734231189	0.006252613	0.027047819	2.20393845076371	1.56786774846693
MINPP1	548.7941512	-0.233953953	0.085569653	-2.734076209	0.006255556	0.027053316	2.20373408373224	1.56777949461513
PPP1CC	2430.431571	0.230203695	0.084205599	2.733828849	0.006260258	0.027066408	2.20340776812065	1.56756937589879
RASAL1	343.4349526	-0.310640752	0.113636489	-2.733635591	0.006263933	0.027075058	2.20315289620648	1.56743060435904
TLR3	44.85800367	-0.836799178	0.306192296	-2.732920416	0.00627755	0.027126665	2.20220981949316	1.56660359588552
ZBTB46	101.9328073	0.534274036	0.195509348	2.732728851	0.006281202	0.027135195	2.20195723969978	1.56646705312929
SYT3	11.84958826	1.75886737	0.643668851	2.732565614	0.006284315	0.027141394	2.20174205416467	1.56636785045077
WFIKKN1	7.552039166	2.397172405	0.877321346	2.732376701	0.00628792	0.027149712	2.20149299237889	1.56623477298026
TMEM171	5.877287515	-3.799749579	1.390838273	-2.731985202	0.006295397	0.027174738	2.20097687723637	1.56583463438804
RPS26P6	16.24132471	1.3515217	0.494746488	2.731745922	0.00629997	0.027187222	2.2006615186203	1.56563516650987
FNDC3B	2727.576794	-0.489244999	0.179198078	-2.730191115	0.006329762	0.027308482	2.19861261921327	1.56370244037093
KCNF1	154.849812	-0.519177688	0.190167777	-2.73010336	0.006331447	0.027308482	2.19849702421657	1.56370244037093
SCAMP1	346.8240315	0.457170171	0.167567051	2.728282019	0.006366515	0.027452414	2.19609823335377	1.56141946029281
GLIS3-AS1	11.96896814	-1.521167854	0.557597032	-2.728077385	0.006370466	0.027462127	2.19582879783321	1.56126582876754
CTSL	640.5331963	-0.242561066	0.088941223	-2.727206311	0.006387309	0.027527395	2.19468207339128	1.56023488525231
CCDC85B	572.8418021	0.414904685	0.152164015	2.726693863	0.006397236	0.02755549	2.19400762745859	1.55979186181492
KLHDC8B	300.1981968	0.44118961	0.161800934	2.726743278	0.006396278	0.02755549	2.19407266887167	1.55979186181492
LNX2	278.9072611	-0.70000404	0.256749041	-2.726413451	0.006402674	0.027569828	2.19363861024914	1.55956594332056
B3GALT6	1580.860236	0.219765467	0.080610647	2.726258559	0.00640568	0.027569828	2.19343476059968	1.55956594332056
RP11-156L14.1	7.316120777	-4.052681805	1.486533386	-2.726263562	0.006405583	0.027569828	2.19344133708862	1.55956594332056
NINJ1	1619.525892	0.178759959	0.065573718	2.726091548	0.006408922	0.027576442	2.19321501397932	1.55946176859697
SRBD1	285.7270146	-0.328378799	0.120478875	-2.725613083	0.006418219	0.027609097	2.19258546815842	1.5589477974292
MOCS3	512.617439	0.249769157	0.091642476	2.725473675	0.00642093	0.027613413	2.19240206466993	1.55887991152587
PTGS2	32.74340202	-1.441691063	0.529119617	-2.724697813	0.006436036	0.027668875	2.19138153533783	1.55800849865539
POGZ	2202.818729	-0.282599445	0.103720087	-2.724635629	0.006437248	0.027668875	2.19129975901508	1.55800849865539
PHYHIPL	54.15625224	-0.774293172	0.284248084	-2.724004888	0.006449555	0.027714405	2.19047024935101	1.55729444083088
GLI1	54.13268581	-0.791771192	0.290691695	-2.723748923	0.006454555	0.027728523	2.19013369417314	1.5570732631316
ACOT8	645.4721851	0.315559554	0.115871709	2.723352887	0.006462299	0.027747046	2.18961295175849	1.55678324584535
SLC12A9	496.7701236	-0.340996893	0.125208502	-2.723432413	0.006460743	0.027747046	2.189717534289	1.55678324584535
GPS2	1393.224992	0.25623249	0.094091549	2.723225321	0.006464795	0.027750394	2.18944524213399	1.55673084638595
CCDC132	176.8197434	-0.435624071	0.159991859	-2.722788985	0.006473339	0.027779695	2.18887164897245	1.55627252679654
C17orf51	52.77233808	-0.853855225	0.313633747	-2.722459663	0.006479794	0.02780002	2.18843880062406	1.55595489163996
ZFYVE26	883.0526386	-0.330290222	0.121342082	-2.721975886	0.006489288	0.027833364	2.18780295106312	1.55543430073222
RP11-483E23.4	18.84405228	1.129645821	0.415026501	2.721864314	0.006491479	0.027835379	2.18765634351383	1.55540286106485
ZC3H7A	538.7070716	0.362616369	0.133268916	2.720937334	0.00650971	0.027906154	2.18643835831431	1.55430001344585
MARCH5	559.1715501	0.24429596	0.089795149	2.720591961	0.006516514	0.027927919	2.18598466737154	1.55396142378655
RAB3A	156.5646793	0.398810837	0.14660874	2.720239172	0.006523471	0.027950326	2.1855212639248	1.553613122333
PAPD5	368.8289761	-0.417892563	0.153680293	-2.719233259	0.006543345	0.028028048	2.1842001807797	1.55240714741803
ATP5D	2135.896123	0.229064271	0.084242041	2.719120619	0.006545573	0.02803017	2.18405232927432	1.55237426828188
NDRG2	384.3646675	-0.275670139	0.101436654	-2.717658033	0.006574575	0.02814691	2.18213231601241	1.55056927554116
TLE1	1901.08441	-0.138679807	0.051031181	-2.717550438	0.006576713	0.02814861	2.1819911098263	1.55054304607851
C21orf88	47.33052694	0.80926136	0.297823461	2.717251887	0.006582649	0.028166561	2.18159930174025	1.55026617501978
ARL16	529.0999198	0.432762129	0.159337831	2.716003647	0.006607519	0.028265498	2.17996157937547	1.5487433584527
GUCY1A3	153.5467553	-0.439677799	0.1618973	-2.715782157	0.006611941	0.028276933	2.17967103040137	1.54856769718803
CMTR1	555.352017	-0.237962073	0.087625495	-2.715671644	0.006614148	0.028278893	2.17952609142047	1.54853759534902
TSG101	2329.460157	0.203571711	0.074964611	2.71557083	0.006616162	0.028280027	2.17939386941006	1.54852018023775
AC004917.1	204.774496	-0.411761644	0.151645168	-2.715296829	0.006621639	0.028287143	2.17903449990252	1.54841091404856
HSD17B11	226.3020403	-0.413635067	0.152334506	-2.715307772	0.00662142	0.028287143	2.17904886372761	1.54841091404856
EPB41L4A-AS1	66.71073464	0.767229831	0.282565837	2.715225024	0.006623075	0.028287143	2.17894032695497	1.54841091404856
NUP153	1035.835319	-0.285802329	0.10526713	-2.715019673	0.006627183	0.028297215	2.17867103683415	1.54825630545274
PRKAB1	645.4521492	-0.270322463	0.099575601	-2.714745974	0.006632662	0.028313134	2.1783121337547	1.54801205562345
EGFL6	66.0177469	-0.680040514	0.250622031	-2.71341075	0.00665945	0.028419982	2.17656163747062	1.546376201472
PRKCA	1327.282901	-0.287074138	0.105845664	-2.712195534	0.006683915	0.02850934	2.17496908170888	1.54501283662515
ENTPD6	1826.877144	0.232604771	0.085760866	2.712248401	0.006682849	0.02850934	2.175038351716	1.54501283662515
TAPT1	678.4436758	-0.31103763	0.114715173	-2.711390505	0.006700167	0.028571122	2.17391437248207	1.54407270435507
RPRD1B	793.7647159	-0.298877518	0.110246921	-2.710982901	0.006708409	0.028598726	2.17338046708143	1.54365331314696
OAS1	42.49556401	0.777032943	0.286764066	2.709659386	0.006735234	0.028705516	2.1716473111298	1.54203464200526
CHCHD2	2580.201583	0.308362659	0.113829611	2.70898456	0.006748948	0.028756387	2.17076391804324	1.54126568033823
USE1	187.446787	0.431314284	0.159258054	2.708272988	0.006763436	0.028810529	2.16983261519321	1.54044876741651
INHBE	53.11387175	-1.224941846	0.45233654	-2.708032047	0.006768349	0.02882386	2.16951725563298	1.54024786028651
RASA4	374.2384503	-0.448175501	0.165512117	-2.707810817	0.006772862	0.028827895	2.16922777324187	1.54018706844289
PPIL6	27.96725149	-1.219290041	0.450282038	-2.707836286	0.006772342	0.028827895	2.16926111834774	1.54018706844289
ZBTB34	108.4829324	-0.494133219	0.182583445	-2.70634185	0.006802898	0.02894812	2.16730604063274	1.53837963574096
HIST1H2BL	15.06484352	1.415379668	0.523200402	2.705234288	0.006825623	0.029037181	2.16585770280529	1.53704554828773
MMP24	185.0967144	0.390095551	0.144206739	2.705113181	0.006828112	0.029040129	2.16569936386324	1.53700145877553
EXOSC1	365.116515	0.271426786	0.100364027	2.70442303	0.006842312	0.029085222	2.16479712646943	1.53632761699516
AC093627.7	9.535928934	-2.132486093	0.788515799	-2.704430395	0.00684216	0.029085222	2.16480677430403	1.53632761699516
PACRGL	144.7654358	0.449445343	0.166194582	2.704332097	0.006844185	0.029085537	2.16467825988586	1.53632291350619
MICU3	38.42897258	1.03136192	0.381423404	2.703981739	0.006851405	0.029108572	2.16422035972241	1.53597909953309
EEF1G	45874.74219	0.134002521	0.049583249	2.702576434	0.006880436	0.029224233	2.16238404048621	1.53425687822391
RP11-427H3.3	382.07934	-0.360932732	0.133558535	-2.702431049	0.006883446	0.029229339	2.16219409023651	1.53418100578175
SNX1	1464.207704	0.203354309	0.075278313	2.701366449	0.006905521	0.029315377	2.16080354968647	1.53290451635325
MLEC	3077.514126	-0.194991184	0.072186773	-2.701203763	0.0069089	0.029322023	2.16059109328549	1.53280606993035
GADD45A	302.4091522	-0.3747894	0.138799012	-2.700231031	0.006929134	0.029400183	2.15932103992249	1.53164996633468
PPT2	172.8243073	-0.544975813	0.201933242	-2.69879197	0.006959166	0.029519863	2.1574428039671	1.52988566238023
SHC1	2236.878831	0.194954282	0.072240026	2.698701714	0.006961054	0.029520126	2.15732499721018	1.52988179315699
PRPF38B	478.9074436	0.241065726	0.089331637	2.69854818	0.006964266	0.029526003	2.1571246493689	1.52979534045563
CDC6	670.4435225	-0.401318177	0.148799464	-2.697040483	0.006995876	0.029652247	2.15515789687675	1.52794239090932
CD2AP	1381.074186	0.293455503	0.108819587	2.696715838	0.0070027	0.02967339	2.15473447869775	1.52763283540907
FARSB	1412.662213	-0.149693565	0.055518217	-2.696296317	0.007011526	0.029703008	2.15418745118385	1.52719956779887
CASP10	26.85111858	-1.631374849	0.605146086	-2.695836407	0.007021214	0.029736257	2.1535877898762	1.52671369844181
CD151	3775.021421	0.164332804	0.06096961	2.695323182	0.007032039	0.02976651	2.15291872931116	1.52627208159756
TPM2	44.84625443	0.856349984	0.317709369	2.695387883	0.007030673	0.02976651	2.15300310084122	1.52627208159756
ATAT1	470.8954623	-0.295324628	0.109587046	-2.694886286	0.007041266	0.029797766	2.15234924890002	1.52581629465667
NOL6	3018.808129	0.134493625	0.049919315	2.694220166	0.007055354	0.029849576	2.15148119078425	1.52506183345147
TNFSF14	24.53005769	1.220311146	0.452965589	2.694048239	0.007058995	0.029857166	2.15125712572199	1.52495141727316
HSD17B8	112.9951853	0.492216728	0.18272121	2.693812769	0.007063983	0.029870453	2.15095035459117	1.52475819105812
ATP2A3	413.9065693	-0.421703196	0.156616645	-2.692582242	0.007090105	0.02997307	2.14934733314092	1.52326877204347
NDEL1	458.2333444	0.252285789	0.093700765	2.692462428	0.007092653	0.029976005	2.14919128699647	1.5232262474739
MCAM	2242.720157	-0.151265449	0.056186414	-2.692206854	0.007098091	0.029983313	2.14885843714614	1.52312038155696
KLHL9	640.8877912	0.259799279	0.096500219	2.692214395	0.00709793	0.029983313	2.1488682879926	1.52312038155696
GAB3	11.30471798	-1.957604935	0.727238237	-2.691834443	0.007106021	0.030008974	2.14837351340022	1.52274885275094
EIF4G1	39358.63976	-0.320330327	0.119027459	-2.691230499	0.007118899	0.030055508	2.1475871686101	1.52207592716193
RPS26	11096.8795	0.335882331	0.124857263	2.690130508	0.007142408	0.030146891	2.14615534497387	1.52075746930044
STAG3L4	28.88605818	-1.364180252	0.507168488	-2.68979695	0.007149551	0.030169163	2.14572123153393	1.52043673853312
DOC2B	5.08357116	-4.042832394	1.503093746	-2.68967415	0.007152182	0.030172392	2.1455614426755	1.52039025856146
MATN2	76.79337921	-0.814491812	0.302833976	-2.689565491	0.007154511	0.030174345	2.14542004426047	1.52036214843767
NAA30	462.230335	-0.352314069	0.131009823	-2.689218726	0.007161948	0.030197833	2.14496883654878	1.52002422094711
SCARA3	2752.588128	-0.147637553	0.054905262	-2.688950898	0.007167696	0.030214194	2.14462042247571	1.51978898658916
PARVB	331.2727785	-0.346395592	0.128860839	-2.688137015	0.007185191	0.030280045	2.14356168276378	1.51884348375462
RP11-156K13.1	3.842246428	3.240082697	1.205387784	2.688000276	0.007188134	0.030284555	2.14338383544201	1.51877880345897
AKAP1	1659.856173	0.222529923	0.082816748	2.687015956	0.007209351	0.030366034	2.14210382956698	1.5176119260399
APEX1	10256.68957	0.163181609	0.060741977	2.686471839	0.007221104	0.030393626	2.14139640015129	1.51721748491997
ZNF709	9.886353897	-3.183290817	1.184942546	-2.686451615	0.007221541	0.030393626	2.14137011872034	1.51721748491997
HOXB-AS1	19.83167135	1.368805677	0.50950215	2.686555255	0.007219301	0.030393626	2.14150485042743	1.51721748491997
PCYOX1L	404.3213931	-0.244016641	0.090851291	-2.685890743	0.007233674	0.03043677	2.14064106748363	1.51660143749956
TMEM237	324.5689925	0.903604563	0.336571585	2.684732175	0.007258795	0.030534524	2.13913546859546	1.5152088457937
FBXL5	480.3758302	-0.382185463	0.142377485	-2.684311096	0.007267944	0.030565061	2.13858842761946	1.51477473313326
ETS2	452.2697791	0.459692066	0.171281179	2.68384459	0.007278093	0.030599782	2.13798239926795	1.51428166752281
BROX	520.5945032	0.309243102	0.115344941	2.681028732	0.007339621	0.030850449	2.13432636540522	1.51073851082674
DESI1	1092.920874	-0.272567555	0.101680665	-2.680623248	0.00734852	0.030879825	2.13380011949468	1.51032516953286
FBXO44	1128.329083	0.279161046	0.104180068	2.679601307	0.00737099	0.030966199	2.13247417799409	1.50911209960395
MAPK8IP2	75.06534952	0.683361005	0.255081019	2.6789959	0.00738433	0.031014185	2.13168890326375	1.50843962686894
PHKA2	263.7848785	0.559360502	0.208829337	2.678553268	0.007394097	0.031047143	2.13111485640175	1.50797835801307
GJA1	401.4505404	-0.78451104	0.292933088	-2.678123677	0.007403588	0.031078923	2.13055775716725	1.50753403952561
IL17RB	73.88653921	0.60614548	0.226417543	2.677113591	0.007425945	0.031164687	2.12924827168473	1.5063372305514
EMC4	986.4020992	0.23383734	0.08736143	2.676665649	0.00743588	0.031198281	2.12866762747442	1.50586933459634
XRCC2	377.6209285	-0.321134248	0.119993386	-2.676266245	0.007444748	0.031227386	2.12814999825589	1.50546436842075
ELK3	1007.951396	-0.284663333	0.106384906	-2.675786862	0.007455404	0.031263974	2.12752881764134	1.50495581913268
DCAKD	324.5765766	-0.422317941	0.157859213	-2.67528218	0.007466638	0.031302963	2.1268749037693	1.50441455211343
CHMP2B	687.1284112	0.259084555	0.096847864	2.675170565	0.007469124	0.031305271	2.12673033048379	1.50438253231026
LTBP2	1210.848106	0.233827147	0.087418483	2.674802154	0.007477336	0.03133157	2.12625310354922	1.5040178424227
RGS10	1052.998392	-0.246482197	0.092178634	-2.673962344	0.007496087	0.031402001	2.12516538164527	1.50304267690864
RP11-411K7.1	25.4896294	1.538836894	0.575511081	2.673861451	0.007498342	0.031403314	2.12503475525542	1.50302451829723
PFAS	499.3038924	-0.610587945	0.228525772	-2.671855959	0.007543302	0.031583427	2.12243850473162	1.50054074809466
ARHGEF10L	232.180381	0.333237693	0.124769933	2.670817284	0.007566682	0.03166492	2.12109451745932	1.4994216048608
SAV1	901.0413549	-0.255183111	0.095544618	-2.670826638	0.007566471	0.03166492	2.12110662810615	1.4994216048608
SYT17	162.7761622	-0.475504044	0.17809251	-2.669983399	0.0075855	0.031734364	2.12001578731177	1.49847020111742
TNFRSF25	117.3345179	0.558081924	0.209026644	2.669908073	0.007587202	0.031734364	2.11991835322109	1.49847020111742
NUDT22	581.4144375	0.402821992	0.150899666	2.669469079	0.007597127	0.031759447	2.11935061350118	1.49812706817628
NDUFA13	2188.002299	0.267349121	0.100147896	2.669543075	0.007595453	0.031759447	2.11944631929515	1.49812706817628
SCRN1	2755.755022	-0.169103009	0.06336285	-2.66880372	0.007612192	0.031814201	2.11849026616945	1.49737897941026
ZBED5	1104.335578	-0.268262364	0.100558796	-2.667716555	0.007636866	0.031909074	2.11708482966336	1.49608579883142
REXO4	1059.938104	-0.221190184	0.082919905	-2.66751612	0.007641422	0.031919865	2.11682581560129	1.49593895409697
IL36RN	28.03054554	1.351920495	0.506950434	2.666770565	0.007658393	0.031982495	2.11586235105283	1.49508765933694
KRAS	1422.513709	-0.253777761	0.095184493	-2.666167071	0.007672155	0.032031695	2.11508263172833	1.49442007945451
OR7E14P	104.2175103	-0.475546761	0.178393523	-2.665717631	0.007682419	0.032066266	2.11450201005479	1.49395160913953
CCDC134	103.9674891	-0.55927072	0.209853263	-2.665056105	0.007697548	0.032118051	2.11364759426366	1.49325081661959
LL22NC03-N14H11.1	4.959537687	3.250357244	1.219645562	2.665001493	0.007698798	0.032118051	2.11357707518029	1.49325081661959
HOMER3	2601.741297	0.187045244	0.070203502	2.664329241	0.007714202	0.032174012	2.11270899311624	1.4924947805397
ZNF639	520.9967307	-0.263588361	0.098947589	-2.663918981	0.007723616	0.032190394	2.11217932645487	1.49227370765801
MN1	379.3151044	-0.355107488	0.133299668	-2.663978797	0.007722243	0.032190394	2.11225653631743	1.49227370765801
CTB-89H12.4	68.49187217	0.627720178	0.235639735	2.66389783	0.007724102	0.032190394	2.11215199981436	1.49227370765801
TOP1	3486.173557	-0.189153969	0.071010412	-2.663749761	0.007727502	0.032196267	2.11196087386235	1.49219447971049
THAP5	319.5570362	-0.35658343	0.133875045	-2.663554135	0.007731997	0.032206695	2.11170832314888	1.49205383950525
SIPA1L2	1687.633446	-0.223565282	0.083939634	-2.663405507	0.007735413	0.032212628	2.11151649400951	1.49197384272639
MYOM1	32.69835608	-1.521262193	0.571573406	-2.661534246	0.007778543	0.032383892	2.10910174315405	1.48967095754224
PTPRD	70.26805242	-0.717593281	0.269684176	-2.660865355	0.007794012	0.032439941	2.10823892988413	1.48891994433134
TRIM28	14627.65091	-0.198854136	0.074807332	-2.658217196	0.007855525	0.032687555	2.10482478490996	1.4856175630452
USP1	1228.083958	-0.17596829	0.066206109	-2.657886019	0.007863248	0.032711274	2.10439802684766	1.48530254115795
ETFA	793.0621701	0.220004458	0.082778812	2.657738763	0.007866685	0.032717152	2.10420823962376	1.48522450831725
SULF2	2848.778788	-0.193516174	0.072820809	-2.6574296	0.007873903	0.032738755	2.10380993966317	1.48493784010156
PPIP5K1	473.5782326	0.290925516	0.109504338	2.656748784	0.007889821	0.032796506	2.10293284971759	1.48417242170743
WSB2	2423.478019	-0.21907794	0.082474331	-2.656316666	0.007899939	0.032830126	2.10237626213559	1.48372745047201
ADSL	412.3567895	0.584181583	0.219944232	2.656044116	0.007906327	0.032848229	2.10202522751408	1.48348804029784
TNNC1	67.42757183	-0.610500996	0.229918819	-2.655289374	0.00792404	0.032905585	2.10105334083977	1.48273038384853
MYOF	2747.487815	-0.254426361	0.095818943	-2.655282484	0.007924202	0.032905585	2.10104446216338	1.48273038384853
SPR	437.2719006	0.361440824	0.136128909	2.655136427	0.007927634	0.032911384	2.10085640840289	1.48265385423177
FAM86C1	433.6215593	-0.270919007	0.102045174	-2.654892898	0.007933359	0.032926699	2.10054289259504	1.48245180642578
CLU	9184.335039	-0.134175323	0.050570843	-2.653215059	0.007972905	0.033073854	2.0983834106491	1.48051519506484
CFI	60.11578902	-1.059745772	0.399417212	-2.653230109	0.00797255	0.033073854	2.0984027483903	1.48051519506484
GOLGA2P5	51.87225766	0.737255193	0.277992204	2.652071473	0.007999961	0.033169713	2.09691213019882	1.47925828618494
RP11-60L3.1	14.53810358	-1.670981016	0.630067922	-2.652064895	0.008000116	0.033169713	2.09690371578372	1.47925828618494
MAGEC2	8.685985789	-1.560801986	0.588569591	-2.651856315	0.00800506	0.033181702	2.09663540858275	1.47910134133002
NSUN2	2434.445567	0.154664615	0.058334386	2.651345578	0.008017176	0.033223409	2.09597858228888	1.4785558073473
B3GNT3	550.2524443	-0.413266209	0.155923557	-2.650441135	0.008038673	0.033303958	2.0948156373638	1.47750414981464
LAMP1	6096.049636	0.112034363	0.04227511	2.650125886	0.008046178	0.033321306	2.0944103640637	1.47727798513206
RP5-1021I20.2	18.14128827	1.243029166	0.469051299	2.650092149	0.008046982	0.033321306	2.09436697012942	1.47727798513206
ZNF512B	2374.427665	0.207814304	0.078431255	2.649636362	0.008057845	0.033357744	2.09378109091787	1.47680332858231
POLR2H	914.971639	0.274192567	0.103496883	2.649283348	0.008066267	0.033384065	2.0933274065898	1.47646078270823
BCL7C	1092.206138	-0.292666267	0.110479952	-2.64904412	0.008071979	0.033390613	2.09301997662694	1.4763756078976
NEFH	42.6444832	-0.882286605	0.333049623	-2.64911456	0.008070297	0.033390613	2.09311048224352	1.4763756078976
USH1C	38.76852147	0.88013745	0.332262863	2.648919119	0.008074965	0.033394422	2.09285935139188	1.47632606902461
CAMTA2	684.1552838	0.305612258	0.115452934	2.64707224	0.008119201	0.033557021	2.0904867070106	1.47421660030717
DBNL	1613.211615	0.271256836	0.102476394	2.647017767	0.008120509	0.033557021	2.09041674798011	1.47421660030717
TBATA	3.373772471	4.008943302	1.514476322	2.647082191	0.008118962	0.033557021	2.09049949126227	1.47421660030717
HMCES	1263.304463	0.192729574	0.072815692	2.646813736	0.008125409	0.033568695	2.09015476918324	1.47406554184151
TEX2	1146.126109	-0.314555861	0.118860237	-2.646434756	0.00813452	0.033589544	2.08966806872609	1.47379589194958
ANKRD13D	495.4055322	0.447034056	0.168919598	2.646430972	0.008134611	0.033589544	2.08966321034763	1.47379589194958
TMEM199	566.8655504	0.375852257	0.142028123	2.646322784	0.008137213	0.033591711	2.08952431574656	1.47376787472536
ABCF2	2061.927164	-0.172477109	0.065180062	-2.646163619	0.008141043	0.033598944	2.08931995136055	1.47367437207979
UFD1L	2672.103899	0.285046126	0.107748214	2.645483539	0.008157426	0.033657967	2.08844685721982	1.47291211971332
ASB9	39.11988312	0.953329564	0.360588133	2.643818461	0.008197661	0.03381129	2.08631004514046	1.47093825930835
ZDHHC3	3034.24108	-0.195763739	0.07404953	-2.643686458	0.008200858	0.03381129	2.08614070796114	1.47093825930835
