id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	-log10(pvalue)	-log10(padj)
FAM102A	1901.011662	-0.441037266	0.121616732	-3.626452194	0.000287342	0.000979686	3.54160088972298	3.00891309810217
LPHN3	88.16383568	-0.80984269	0.223340514	-3.626044714	0.000287796	0.000981047	3.54091524650087	3.00831018594146
MRPL33	430.9231528	-0.469766619	0.129591381	-3.624983521	0.00028898	0.000984897	3.53913221326491	3.00660918541162
RP6-109B7.3	40.05491261	-1.260104625	0.34763089	-3.624835023	0.000289146	0.000985277	3.53888281127996	3.00644165512732
CCM2	668.2675722	0.280059403	0.077275337	3.624175777	0.000289884	0.000987606	3.53777575464663	3.00541628026403
MIR24-2	33.80688149	1.3104601	0.361672295	3.623335593	0.000290828	0.000990633	3.53636378330097	3.00408720888012
ATP6V0A2	401.2868085	-0.428872561	0.118406384	-3.622039178	0.00029229	0.000995424	3.53418604273052	3.00199189248298
EIF2A	4785.182667	0.268776708	0.074223124	3.621199063	0.000293241	0.000998473	3.53277530814787	3.00066367451842
FBXO38	410.2195969	-0.37375743	0.103249185	-3.619955258	0.000294654	0.001003095	3.53068765887517	2.99865793435544
SLC4A3	476.5419301	0.442295634	0.122194253	3.619610776	0.000295046	0.001004209	3.53011026880571	2.99817589067645
EGFR	2466.30274	0.342094788	0.094512547	3.619570105	0.000295093	0.001004209	3.53004109242288	2.99817589067645
CABIN1	2311.108132	0.288898415	0.079826603	3.61907438	0.000295659	0.001005944	3.52920889633392	2.99742619539135
KLHL23	515.1367543	-0.352070875	0.097304759	-3.618228751	0.000296626	0.001009045	3.52779078465745	2.99608946526369
GOLGA4	1244.599376	0.35834941	0.09904693	3.617975952	0.000296916	0.00100984	3.52736639881863	2.99574743079322
GLOD4	349.3358612	-0.680669787	0.188171848	-3.617277474	0.000297718	0.001012377	3.52619490715928	2.99465773005522
FBXO21	608.3816883	-0.546314596	0.15108071	-3.616044674	0.000299139	0.001017015	3.52412696249312	2.99267264160116
MPC1	102.8814092	-0.751825965	0.20803558	-3.613929721	0.000301591	0.001025158	3.5205816227116	2.98920919486185
PGGT1B	196.5141606	-0.684716055	0.189481087	-3.613637988	0.000301931	0.001026119	3.52009229460271	2.98880227075785
NBR1	793.3560168	-0.43646228	0.120794159	-3.613273072	0.000302356	0.001027371	3.51948140876455	2.98827269743758
SPATA6	171.8277929	-0.703495095	0.194708279	-3.613072321	0.00030259	0.001027972	3.51914542864787	2.98801871453442
HSP90AA1	58552.27151	0.248715094	0.068895167	3.610051386	0.000306136	0.001039823	3.51408559662926	2.98304058057179
SLC35C2	1393.185411	0.344779284	0.095511016	3.609837904	0.000306388	0.001040483	3.51372824829478	2.98276501114337
CHKB	124.1244344	0.665287972	0.184346124	3.608906751	0.00030749	0.001044027	3.512169003516	2.98128826972515
TNFRSF18	7.656199418	-3.349567641	0.928381821	-3.607963409	0.00030861	0.001047631	3.51059000544573	2.97979165903475
PLEKHJ1	423.0436799	0.502052663	0.139168734	3.607510447	0.000309149	0.001049263	3.5098321539692	2.97911564132706
BEND5	27.09804818	-2.408766757	0.66789347	-3.606513411	0.000310339	0.001053103	3.50816364362147	2.97752915004527
FAM3A	1094.147048	0.464085875	0.128686759	3.606321881	0.000310568	0.001053681	3.50784329470975	2.97729085108644
ATG4B	1391.176167	0.448998449	0.124506334	3.606229785	0.000310678	0.001053856	3.50768949929373	2.97721872752751
ABHD17B	119.0503754	-0.645378296	0.178970591	-3.606057806	0.000310884	0.001054355	3.50740162884301	2.97701313809598
SGOL2	426.7808408	-0.430142944	0.119287562	-3.605932892	0.000311034	0.001054664	3.5071921344288	2.97688587798513
ACY1	243.8284786	0.600306015	0.166496915	3.605508325	0.000311543	0.001056191	3.50648200237913	2.97625753753583
DDX11-AS1	71.84749955	0.91162127	0.252880514	3.604948663	0.000312215	0.00105827	3.5055462356082	2.97540351514541
IL36RN	28.03054554	-2.238900123	0.621173221	-3.604308824	0.000312985	0.00106068	3.50447647578687	2.97441562005332
FAM174A	138.1471116	-0.682202184	0.189294717	-3.603915606	0.000313459	0.001062087	3.50381925623107	2.97383990691521
FBXL14	335.6055208	0.994426717	0.275970779	3.603376858	0.00031411	0.001064091	3.50291823719052	2.97302123002225
POLQ	317.3323749	0.720341617	0.199915375	3.603232702	0.000314284	0.001064481	3.5026777280775	2.97286208591077
MLTK	877.0246399	0.323952183	0.089912571	3.602968722	0.000314603	0.001065363	3.50223714033564	2.9725023903134
TATDN2	740.8894946	0.412750473	0.114569281	3.602627774	0.000315016	0.001066561	3.50166738736836	2.97201430082796
SLC4A11	77.45186193	2.008929529	0.557779881	3.601652903	0.0003162	0.001070368	3.50003813440381	2.97046688316291
POLD2	377.6552247	0.961217379	0.266963192	3.600561455	0.000317531	0.001074669	3.49821386888625	2.96872527864056
ABCA11P	53.11561378	0.871251161	0.242118545	3.598448685	0.000320121	0.001083232	3.49468583511869	2.96527851887852
C16orf80	746.0837791	0.284923177	0.079187326	3.598090649	0.000320562	0.00108452	3.4940879609851	2.96476243460456
TDRD3	99.29859878	-0.91920503	0.255490176	-3.597809681	0.000320908	0.00108543	3.49361945612809	2.9643981792054
CCDC122	52.82586026	-1.103123967	0.306612872	-3.597774485	0.000320952	0.00108543	3.49355991368197	2.9643981792054
CCS	383.9638118	-0.454966062	0.12646196	-3.597651518	0.000321103	0.001085739	3.49335563688956	2.96427456193212
ACER3	2132.19409	0.315159732	0.087608386	3.597369472	0.000321452	0.001086712	3.49288386781426	2.96388553722302
CLPP	2097.285156	0.320977324	0.089233613	3.597045038	0.000321853	0.001087864	3.49234243844623	2.96342539484129
MEF2A	454.3586964	0.391465622	0.10884105	3.596672613	0.000322314	0.001089217	3.49172083010449	2.96288558900984
TP53I11	4616.901269	-0.245456894	0.068273947	-3.595176554	0.000324172	0.00109529	3.48922449957585	2.96047087742204
FAM171A1	561.7199129	-0.48364856	0.134532075	-3.595042749	0.000324338	0.00109563	3.4890021656548	2.96033608461808
RP11-448G15.1	16.75755506	-1.784523557	0.496390712	-3.594997878	0.000324394	0.00109563	3.48892718710881	2.96033608461808
ENPP4	178.6351477	-0.616507575	0.171497127	-3.594856572	0.00032457	0.001096019	3.48869162448689	2.96018191708921
BBS12	64.31333122	-0.930953297	0.259041803	-3.593834229	0.000325847	0.001100124	3.48698627310154	2.95855836076845
IDH3A	592.1975375	0.445826335	0.124062905	3.593550665	0.000326202	0.001101116	3.48651338055417	2.95816692670836
RAVER2	495.1943273	-0.318819234	0.088772082	-3.591435824	0.000328861	0.001109883	3.48298762694019	2.95472280061201
ASNSD1	819.6473621	-0.501183069	0.139556201	-3.591263349	0.000329079	0.00111041	3.48269983109096	2.95451663575336
MPP2	630.2280396	0.408448302	0.113753312	3.590649737	0.000329855	0.001112819	3.48167692842163	2.95357546791472
LRP8	267.0813062	0.527154301	0.146832776	3.590167774	0.000330465	0.001114669	3.48087453046512	2.95285407684437
CA2	6430.818793	0.344395921	0.095939388	3.58972396	0.000331028	0.00111615	3.48013526987627	2.95227743640676
RP11-159D12.2	33.08125854	1.299371507	0.361968719	3.589734252	0.000331015	0.00111615	3.4801523256514	2.95227743640676
DHRSX	1052.731901	-0.281773427	0.078500162	-3.589462991	0.00033136	0.001117059	3.47969991845062	2.95192388803234
HIAT1	924.2016871	-0.334300863	0.093138501	-3.589287573	0.000331583	0.001117601	3.47940774348802	2.95171321829841
FARP2	301.371116	0.638165438	0.177815379	3.58892151	0.000332049	0.001118961	3.47879782334604	2.95118505000423
RNF11	1595.080242	0.344844027	0.096122027	3.587565072	0.00033378	0.001124586	3.47653968967553	2.94900732733612
MTERF	121.0108032	-0.745872541	0.207917799	-3.587343385	0.000334064	0.001125332	3.47617032305609	2.94871933133327
GRIN1	83.36475451	-1.534003516	0.427670372	-3.586882834	0.000334655	0.001127109	3.47540268192243	2.94803408234832
HUWE1	16198.96997	0.366457251	0.102201503	3.585634674	0.000336259	0.001132302	3.47332608290618	2.94603772558473
MRPS36	191.2065304	-0.685451476	0.191202889	-3.584943091	0.000337152	0.001135094	3.47217425972637	2.94496817195906
CTA-445C9.14	36.36456705	-1.389205783	0.387622564	-3.583913611	0.000338484	0.001139367	3.47046185541588	2.94333636336402
GPR45	24.01263703	1.529601557	0.426852588	3.583442151	0.000339096	0.001141212	3.46967733315961	2.94263367032518
WNT4	22.08524974	-1.842342303	0.514150706	-3.583272925	0.000339316	0.001141525	3.46939566128657	2.94251457279122
HGSNAT	720.6624716	-0.350320577	0.09776481	-3.583299333	0.000339281	0.001141525	3.46944046050283	2.94251457279122
TXNRD1	2845.448088	0.305116173	0.085177708	3.582112963	0.000340826	0.001146393	3.46746728237416	2.94066647445183
AC005082.12	48.21046292	-0.898861234	0.250948549	-3.581854686	0.000341164	0.001147312	3.46703680231756	2.94031846400565
PPP1R10	1865.999944	0.438237016	0.12235339	3.581731694	0.000341324	0.001147638	3.46683317348195	2.94019508005214
HTR1D	21.3328992	1.367915643	0.381936033	3.58153074	0.000341587	0.001148307	3.46649866589784	2.93994198773798
FMNL1	586.054143	-0.381368034	0.106491778	-3.58119698	0.000342024	0.00114956	3.46594341820743	2.93946835628781
hsa-mir-6080	53.92308579	1.409312182	0.393596303	3.580603198	0.000342802	0.00115196	3.46495665294945	2.93856260084412
MYL9	4259.248746	-0.307033947	0.085752122	-3.580482214	0.000342961	0.001152279	3.46475526318692	2.93844235295264
SEPT8	1904.087757	-0.231195923	0.064578302	-3.580086763	0.00034348	0.001153808	3.46409854577332	2.93786645415946
CEP170	636.6082292	-0.754322882	0.210703159	-3.580026452	0.000343559	0.001153859	3.46399867003345	2.93784725813284
DPY19L4	393.0129355	-0.663004638	0.185232622	-3.579308182	0.000344505	0.001156819	3.46280447054401	2.93673458698645
CTBP1-AS2	358.5715552	0.432765857	0.120921226	3.578907305	0.000345034	0.001158378	3.46213810699968	2.93614969922128
THOC6	252.138132	-0.515378109	0.144008951	-3.578792185	0.000345186	0.001158672	3.46194682664757	2.93603948789363
RP11-545E17.3	23.37015244	-1.537183507	0.429752136	-3.57690719	0.000347684	0.001166839	3.45881529456723	2.93298906360778
AL133493.2	44.47489708	-1.03967482	0.29070683	-3.576368742	0.0003484	0.001169025	3.45792185366437	2.93217620120261
ARHGEF39	321.6705039	0.423052319	0.118295543	3.576232117	0.000348582	0.001169418	3.45769504264916	2.93203022566847
CNKSR3	234.4959712	-0.58100807	0.162476365	-3.575954376	0.000348953	0.001170442	3.45723306362881	2.93165010243216
KIF19	10.08619943	-4.574538941	1.279463712	-3.575356534	0.000349751	0.001172901	3.45624103510958	2.93073864344132
ASGR1	11.67977935	-2.343649058	0.655632054	-3.574640749	0.000350709	0.001175784	3.45505308897968	2.92967245396067
ANKDD1A	18.23957229	-1.57557218	0.440766746	-3.574616721	0.000350741	0.001175784	3.45501346413562	2.92967245396067
LONRF3	39.81197695	1.212610604	0.339235203	3.574542364	0.000350841	0.001175899	3.45488965979491	2.92962997896259
NR6A1	94.79852673	0.808528754	0.226224397	3.574012199	0.000351553	0.001178065	3.45400919163309	2.92883074659261
PCF11	341.521926	-0.782940224	0.219093377	-3.57354584	0.00035218	0.001179946	3.45323531087943	2.92813786764188
hsa-mir-6723	168.759715	-0.528635312	0.147951337	-3.573035044	0.000352868	0.001182031	3.45238772405303	2.92737113347812
DHDDS	568.0887812	0.413572866	0.115760844	3.572649019	0.000353388	0.001183555	3.45174820192112	2.92681155552831
C2orf82	49.84434337	1.396909625	0.391147555	3.571311149	0.000355199	0.001189396	3.44952826557106	2.92467352638899
SEC14L2	92.23277458	0.748217283	0.209599821	3.569741989	0.000357333	0.001196321	3.44692687448855	2.9221522736722
RBM23	1528.29646	0.357619821	0.100183044	3.569664138	0.000357439	0.001196453	3.44679806357984	2.92210435701006
RMND5A	735.3572234	-0.456591894	0.127950031	-3.568517263	0.000359007	0.001201478	3.44489708336671	2.92028417705823
CPNE3	1661.584403	0.210724271	0.059058252	3.568074976	0.000359614	0.001203284	3.4441634092514	2.91963185804972
FSD1L	39.38148347	-1.455727443	0.408042252	-3.567589963	0.00036028	0.001205288	3.44335984592828	2.91890916730801
RAB34	5720.185665	0.340824838	0.095535971	3.567502751	0.0003604	0.001205465	3.44321521769297	2.91884539460012
LPL	11.1473629	-2.87710285	0.806541309	-3.567210778	0.000360801	0.001206584	3.44273226743309	2.91844243797684
ORC4	701.1966393	-0.350315439	0.098206826	-3.567119045	0.000360928	0.001206782	3.44257942502335	2.91837117625556
RBM24	8.193474476	-3.143055243	0.881567485	-3.565303048	0.000363436	0.001214881	3.43957205604014	2.91546625998698
CSNK1G2	1686.344133	0.304793721	0.085489711	3.565267905	0.000363485	0.001214881	3.43951350654261	2.91546625998698
MICU1	1307.554637	0.266119933	0.074645481	3.565117791	0.000363693	0.00121535	3.43926505773173	2.9152986346752
LINC00702	3.66781262	5.943201798	1.667367471	3.564422301	0.000364658	0.001218351	3.43811425428597	2.9142275759044
MUM1L1	39.38143537	-1.438038812	0.403453465	-3.564323859	0.000364795	0.001218355	3.43795112288554	2.91422615006318
METTL10	139.3872116	-0.76982619	0.215978678	-3.564361991	0.000364742	0.001218355	3.43801422484632	2.91422615006318
MEF2C	14.48198967	-3.104723398	0.871142491	-3.563967354	0.000365291	0.001219786	3.43736102775657	2.91371635553123
SMR3A	3.715822578	-5.195748229	1.457999883	-3.563613613	0.000365784	0.001221205	3.43677529520646	2.9132114262306
TMEM150C	32.89643758	-1.318379584	0.370055885	-3.562649961	0.00036713	0.00122547	3.43518012570545	2.9116973159859
PDPK1	768.894014	0.411059971	0.115427342	3.561201036	0.000369162	0.001232025	3.43278300981207	2.90938047946714
EPS15	777.7133059	0.34803793	0.097743749	3.560718026	0.000369842	0.001233836	3.43198377102299	2.90874256236789
PEAR1	31.63044371	1.474210248	0.41401759	3.560743027	0.000369807	0.001233836	3.43202487242887	2.90874256236789
VCPIP1	276.4675535	0.462695949	0.129950304	3.560560727	0.000370064	0.001234346	3.43172316122154	2.90856308598493
METTL3	810.7368579	0.242512602	0.068116538	3.560260217	0.000370487	0.001235531	3.43122702635487	2.90814635349133
RABL2A	241.020259	-0.541326065	0.152074551	-3.559609816	0.000371406	0.001238365	3.43015108458697	2.90715133098424
CCNI	7301.205851	-0.154409357	0.04339587	-3.558157891	0.000373465	0.001244998	3.42775009269492	2.90483134623062
HSD17B8	112.9951853	0.650155906	0.182749801	3.557628525	0.000374218	0.001247278	3.42687532663648	2.9040367378526
RP1-130H16.16	54.3833128	0.900587513	0.253215913	3.556599197	0.000375687	0.001251941	3.42517383268734	2.90241613756185
BCL2L12	333.2395013	0.547598041	0.153982813	3.556228331	0.000376217	0.001253476	3.42456158401322	2.90188397695694
SNRNP48	150.8255558	-0.565317638	0.15903164	-3.55474948	0.000378339	0.001260314	3.42211888838796	2.89952123942355
STRADB	149.8982992	-0.565851066	0.159213793	-3.554032953	0.000379372	0.001263518	3.42093472588339	2.89841856676742
SFTPD	11.19256069	2.260016063	0.635926515	3.553895	0.000379571	0.001263947	3.4207069759631	2.89827113656797
MED8	622.8964133	0.344180915	0.096859251	3.553412938	0.000380267	0.001266032	3.41991136151912	2.89755531702973
GALNT5	13.40202289	-3.013545901	0.848363468	-3.552187258	0.000382043	0.001271709	3.41788775328793	2.89561225515978
UFL1	408.6545583	-0.382315507	0.107657575	-3.551217886	0.000383453	0.001276166	3.41628786011537	2.89409283016425
RP11-18I14.10	249.553311	-0.691961485	0.194991287	-3.548679006	0.000387169	0.001288294	3.41209942323325	2.88998501585243
TMEM260	343.494103	-0.559665999	0.157766328	-3.547436312	0.000389	0.001294147	3.41005039867429	2.8880163900793
TGIF2	441.1037725	-0.678289452	0.191236706	-3.546858053	0.000389855	0.001296512	3.40909689145874	2.88722345921884
TRIAP1	230.1822313	-0.491454932	0.138558968	-3.546900919	0.000389791	0.001296512	3.40916819265673	2.88722345921884
RP11-30P6.6	3.607603303	5.025887898	1.417085855	3.546636134	0.000390183	0.001297364	3.40873165643567	2.88693815729084
GPR135	17.14495452	1.842593815	0.519626791	3.54599464	0.000391134	0.001300286	3.40767443060735	2.88596111341553
ATXN7L2	233.8263828	0.61084744	0.17231107	3.545027249	0.000392572	0.001304711	3.40608067946639	2.88448567606893
ADO	610.4009122	0.33451869	0.094363473	3.545001894	0.00039261	0.001304711	3.40603864286767	2.88448567606893
NCAPG2	903.2272753	0.298325867	0.08417264	3.544214215	0.000393785	0.001308374	3.40474083096403	2.88326809475855
FNIP2	182.5073718	0.64059595	0.180766347	3.543778813	0.000394436	0.001310294	3.40402345405576	2.88263124766326
CTD-2308L22.1	16.95022982	-1.799151138	0.50777269	-3.543221548	0.00039527	0.001312824	3.40310614626637	2.88179349245748
ITGB3BP	282.6883873	-0.447448457	0.126295661	-3.542864829	0.000395806	0.001314358	3.40251762663508	2.88128632712904
DDIT3	297.1646437	-0.604666536	0.170688661	-3.542511445	0.000396336	0.001315877	3.4019364780285	2.88078470397267
ABCE1	2030.260849	0.309870301	0.087484529	3.542001159	0.000397104	0.001318182	3.40109573829704	2.88002462302057
DENND4C	572.7444979	-0.403650592	0.113976776	-3.541516145	0.000397835	0.001320364	3.40029701196519	2.87930632530998
CORO7	198.7797736	0.798619733	0.225508661	3.541414899	0.000397987	0.001320627	3.40013111365614	2.87921982789358
BARX1	8.724316799	-4.614708196	1.303316913	-3.540741434	0.000399004	0.00132349	3.39902275050568	2.87827933578404
WDR96	21.95730554	-1.696277339	0.479079986	-3.540697565	0.000399071	0.00132349	3.39894983071655	2.87827933578404
AC004951.5	34.54447256	1.434572137	0.405162494	3.540732818	0.000399017	0.00132349	3.39900860093251	2.87827933578404
NPHP4	410.5602529	0.440549889	0.124452759	3.539896534	0.000400284	0.001327269	3.39763176900203	2.87704104896959
ZNF513	62.54802891	0.86990524	0.245760721	3.539643097	0.000400668	0.001328299	3.39721534181581	2.87670415430993
RCN2	887.7589795	-0.264447455	0.07471525	-3.539404016	0.000401032	0.001329218	3.3968209718463	2.8764037862259
MCTS1	768.730097	-0.379520158	0.107228371	-3.539363258	0.000401094	0.001329218	3.39675383461866	2.8764037862259
POLD3	463.6382044	0.345098039	0.097513665	3.538971063	0.00040169	0.001330949	3.39610897981644	2.87583858572963
KIF14	313.191994	-0.831470705	0.23497068	-3.538614711	0.000402232	0.001332502	3.39552338159956	2.87533213045275
ARHGEF10	810.0378652	0.49525371	0.13996336	3.538452568	0.00040248	0.001333075	3.39525569568231	2.87514541610013
MED24	1188.990757	0.440395997	0.124469684	3.53817881	0.000402897	0.001334212	3.39480596638749	2.87477515758964
RP11-173B14.5	33.24145922	-1.266789565	0.358039384	-3.538129103	0.000402973	0.001334217	3.39472405148627	2.87477353006092
SP5	59.00408471	0.905792964	0.256069227	3.537297219	0.000404244	0.001338181	3.39335641739863	2.87348514069014
FGF18	5113.440017	-0.487175807	0.13779628	-3.535478662	0.000407037	0.001347178	3.39036611125274	2.87057501800343
P2RY11	140.6270759	0.566548894	0.160312266	3.534033355	0.000409269	0.001354317	3.38799114965917	2.8682796700398
OXSM	145.685547	-0.566071941	0.160221275	-3.533063529	0.000410774	0.001359045	3.38639705293716	2.86676616289361
CYB561D1	384.3627784	0.40736448	0.115307769	3.532845032	0.000411113	0.001359918	3.38603878996983	2.86648727782181
ETV6	592.9202225	0.431681723	0.122216385	3.532110051	0.000412258	0.001363453	3.3848309079766	2.86535982816053
TRIP6	518.1769991	-0.427729116	0.121104031	-3.531914763	0.000412562	0.001364209	3.38451077624246	2.86511908965501
FREM1	4.575424808	-5.108363387	1.446389243	-3.53180405	0.000412735	0.001364312	3.38432870131315	2.86508630095251
CYHR1	1131.772451	0.28116239	0.079608862	3.531797635	0.000412745	0.001364312	3.3843181790841	2.86508630095251
PRC1	1254.570094	-0.410822327	0.116361987	-3.530554413	0.00041469	0.001370488	3.38227643726	2.86312476279256
TRRAP	1831.162947	-0.505570968	0.14320947	-3.530290057	0.000415104	0.001371606	3.38184308167916	2.86277062376037
CYP2J2	140.5008236	-0.548910546	0.155495981	-3.530062603	0.000415461	0.001372533	3.3814697378961	2.86247720495028
PHOSPHO2	7.96553265	-5.397209688	1.529376653	-3.529025814	0.000417092	0.001377669	3.37976814002512	2.86085511388054
TRPV4	217.8035323	-0.498735093	0.14134074	-3.528601119	0.000417762	0.001379628	3.3790710663683	2.86023800006712
SLC4A8	112.6593448	-0.851606119	0.241376659	-3.528121249	0.00041852	0.001381878	3.37828378335269	2.85953029724082
RP11-822E23.8	17.75451284	-1.949162047	0.552608772	-3.527200696	0.000419978	0.001386437	3.3767734589565	2.85809986007385
ANKRD40	1746.580255	0.391862939	0.11110435	3.526981076	0.000420327	0.001387333	3.37641271188752	2.85781928319161
SLC9A2	46.33882798	0.966613716	0.274173372	3.525556507	0.000422594	0.00139456	3.37407667336366	2.85556279576986
LA16c-380H5.5	52.84948939	0.950509366	0.269678802	3.524598003	0.000424126	0.001399359	3.37250510337047	2.85407085468757
WDR82	2413.256441	-0.222234883	0.06305529	-3.524444695	0.000424371	0.001399912	3.37225430189204	2.85389926369004
ZNF20	16.79325485	-2.723808509	0.772944512	-3.523937965	0.000425184	0.001402335	3.37142308667567	2.85314822654599
DNPH1	382.9175472	0.505662276	0.143540033	3.522796158	0.00042702	0.001407873	3.36955178378943	2.85143651982944
SPRN	50.914481	0.958819114	0.272171836	3.522844711	0.000426941	0.001407873	3.36963213702375	2.85143651982944
LEPREL2	158.1068993	-0.958640732	0.27230875	-3.520418391	0.000430867	0.001420296	3.36565676714793	2.84762113606045
KCNE1	44.79247345	-1.464847041	0.416127659	-3.520186679	0.000431243	0.001421277	3.36527794139356	2.84732127193332
VANGL2	389.7815769	-0.49047179	0.139340915	-3.51994092	0.000431643	0.001422334	3.36487529769508	2.84699840830076
KANK2	1698.061195	0.365656036	0.103918802	3.518670638	0.000433715	0.001428899	3.36279555755016	2.84499846770509
GDNF	4.241599781	6.46302148	1.836851257	3.518532846	0.00043394	0.00142938	3.36257031534994	2.84485229887568
C9orf72	82.53843091	-1.147683242	0.326227582	-3.51804478	0.000434739	0.001431749	3.36177139793879	2.84413311154596
CD9	2601.917418	-0.286847975	0.08157385	-3.516420685	0.000437407	0.001440085	3.35911427105365	2.84161187322315
RDH12	8.365931028	-2.945723013	0.837708275	-3.516406729	0.00043743	0.001440085	3.35909143531833	2.84161187322315
CCDC115	165.4585013	-0.577975255	0.164371914	-3.516265284	0.000437663	0.001440589	3.35886016706073	2.84145990571755
ZNF621	385.5990632	0.347707816	0.098896602	3.515872216	0.000438312	0.001442459	3.35821663917392	2.84089652224628
CRHR1-IT1	265.9134678	-0.554261456	0.157679237	-3.515120103	0.000439555	0.001446021	3.3569867754206	2.83982539990601
CEBPD	429.4150934	0.433912583	0.123441645	3.515123137	0.00043955	0.001446021	3.35699171560956	2.83982539990601
CTPS1	96.29718157	1.774223626	0.50485896	3.514295609	0.000440922	0.001450252	3.35563823131603	2.83855652693717
AUNIP	229.7099031	0.484001987	0.137741508	3.513842666	0.000441674	0.001452462	3.35489816557945	2.8378952210073
ABHD6	101.9744263	-0.76817777	0.218672338	-3.512916991	0.000443216	0.001457265	3.35338457006147	2.83646146568174
PFKP	1801.257114	0.199375253	0.056760718	3.512556941	0.000443817	0.001458974	3.35279606653666	2.83595244748773
ZNF784	167.520941	0.46834453	0.133339927	3.512410291	0.000444062	0.001459513	3.35255638939424	2.83579203236276
ACOT1	85.2341339	-0.838464338	0.238822246	-3.510830134	0.00044671	0.001467947	3.34997432535174	2.83328962427217
OVCA2	723.4650271	0.413136812	0.117681541	3.510633938	0.00044704	0.001468763	3.34965361556591	2.83304827643302
BAIAP2-AS1	681.4082191	-0.265420197	0.075612357	-3.510275417	0.000447643	0.001470476	3.34906820238104	2.83254205932599
WDR25	298.3690793	0.475217743	0.135393823	3.509892341	0.000448288	0.001472327	3.34844288639304	2.83199572360999
C16orf87	104.5065394	-0.782502051	0.223071731	-3.507849462	0.000451745	0.001483408	3.34510664559476	2.82873938317343
ITFG2	289.3224008	0.678996236	0.193578923	3.507593833	0.000452179	0.001484563	3.34468961093337	2.82840136763897
RNF19B	300.7176424	0.433371458	0.123575324	3.506941709	0.000453288	0.001487934	3.34362577796925	2.82741633227905
UBR5	2849.999331	0.321667104	0.091730712	3.506645678	0.000453793	0.001489319	3.34314220762433	2.82701226994319
KIAA0319	11.84698879	-2.176450917	0.620744916	-3.506192095	0.000454567	0.001491587	3.34240209575163	2.82635141040919
BAZ1B	1299.16293	-0.274391566	0.07826958	-3.505724277	0.000455367	0.001493938	3.3416384454758	2.82566742582491
DLX4	1206.256385	-0.307402849	0.087713321	-3.504631283	0.00045724	0.001499811	3.33985578392111	2.82396346549676
RHOU	19.48529855	-1.533066016	0.437465687	-3.504425742	0.000457593	0.001500422	3.33952062775661	2.82378657661372
PPP1R9A	173.1805901	-0.761262568	0.217226432	-3.504465653	0.000457525	0.001500422	3.33958517030702	2.82378657661372
EPB41L4B	276.5343089	-0.423241254	0.120793259	-3.503848279	0.000458587	0.001503405	3.33857826078857	2.82292400971797
SLC3A1	4.46935742	-5.377318259	1.535091323	-3.502930528	0.000460169	0.001508319	3.33708264160482	2.82150679819534
XXbac-BPG55C20.7	14.71128708	-3.437730687	0.981490528	-3.502561247	0.000460808	0.001510136	3.33647998981554	2.82098393920361
CHMP4B	2896.591084	0.289726336	0.082734799	3.501867878	0.000462009	0.001513796	3.33534956424416	2.81993264666135
TMEM97	1829.888433	0.311962091	0.089137234	3.499795504	0.000465615	0.001525335	3.3319730371376	2.8166347643999
STK16	383.7859328	0.401552224	0.11475731	3.499142873	0.000466756	0.001528795	3.3309100906255	2.8156507463324
PUS7L	356.0352725	-0.610252666	0.174405598	-3.499042885	0.000466931	0.00152909	3.33074729188197	2.81556695189765
ROBO2	42.85224186	-1.011973213	0.289258678	-3.498505977	0.000467873	0.001531893	3.32987201633666	2.81477156834077
SRSF9	1813.691267	-0.247147675	0.070648258	-3.498284047	0.000468262	0.001532889	3.3295110842848	2.81448929226423
HERPUD2	558.6612227	0.446539588	0.127682611	3.497262338	0.000470059	0.001538493	3.32784762766792	2.81290447541151
RNF135	227.7949996	-0.520926099	0.148972718	-3.496788584	0.000470895	0.001540947	3.32707592090563	2.81221229833763
LINC00265	109.9494536	0.629614098	0.180072216	3.496453319	0.000471487	0.001542604	3.32653027727681	2.81174554683861
ZBED5-AS1	51.23229091	-1.358581531	0.388601512	-3.496078862	0.000472149	0.001544489	3.32592092580191	2.81121518043881
TBC1D22A	654.0895572	-0.371277708	0.106203286	-3.495915438	0.000472438	0.001545154	3.32565517768302	2.81102822949663
HMGCLL1	15.67139316	-1.984972286	0.568045055	-3.494392337	0.000475142	0.001553715	3.32317657858513	2.80862864144158
RAD51	382.761939	0.414040251	0.118498408	3.494057497	0.000475739	0.001555382	3.32263124464794	2.80816293132014
ESCO1	207.1759014	-0.51380389	0.147120408	-3.492403927	0.000478694	0.00156476	3.3199420159758	2.80555226429555
AK2	7792.783158	-0.22830567	0.065375182	-3.49223761	0.000478992	0.00156545	3.31967173999852	2.80536079906008
DHX38	801.3861017	0.462389981	0.132436267	3.491415102	0.000480469	0.001569992	3.31833462789815	2.80410256056192
NONO	16909.82638	0.303373825	0.086938318	3.489529499	0.000483872	0.001580823	3.31526950828468	2.80111675399353
NCAM2	32.26903791	-1.381660834	0.395952636	-3.489459874	0.000483998	0.001580948	3.31515643296459	2.80108241449819
STAT1	1237.395582	-0.21408699	0.061366528	-3.488660619	0.000485447	0.001585394	3.31385817845217	2.79986278974791
HOXA10-AS	550.1091336	0.286545241	0.082137324	3.488611839	0.000485536	0.001585396	3.31377856385748	2.79986224187879
EDA	35.00409264	-3.594491462	1.030707942	-3.487400569	0.00048774	0.001592305	3.31181162606331	2.79797374116488
